Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
World War Z (2013) - Movie Review,2013,N/A,22 Aug 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt26985512,movie,N/A,N/A,N/A,N/A,True,
Movie Girl,2013,N/A,01 Jan 2013,N/A,N/A,James Sterling,James Sterling,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt6534048,movie,N/A,N/A,N/A,N/A,True,
Fear of Hue: The Movie,2013,N/A,N/A,55 min,"Horror, Mystery, Thriller","Curtis Ryan Woodside, Maruscha Nel","Maruscha Nel, Niki Torch (story), Curtis Ryan Woodside","Alecia Germishuys, Kashini Govender, Maruscha Nel, Andrew Redfern","Fear of Hue Centers around a young writer in the later 1800's England, who discovers that he is being haunted by a hostile female Ghost. Henry, who is new to the Area is arranged to marry a...",English,South Africa,N/A,https://m.media-amazon.com/images/M/MV5BZTBkOWUyOWYtMGE1NC00ZjZjLWIyZDgtNDRlNjhjMmZkNDM1XkEyXkFqcGdeQXVyMzI0MTk4MDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5847370,movie,N/A,N/A,N/A,N/A,True,
Magic Eye Shark Movie,2013–,N/A,08 May 2013,N/A,Comedy,N/A,N/A,"Taran Killam, Griffin Newman, Morgan Evans","Taran Killam of ""Saturday Night Live"" plays a movie executive who believes the next big thing will be Magic Eye movie technology.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGYwNzVhMzMtYTFmYi00NWQ1LThmYzYtYmI1MDI2MmRiNTUxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5864334,series,,,,,True,1
Movie Dude 98 Reviews,2013–,N/A,30 Oct 2013,N/A,"Comedy, Talk-Show",N/A,N/A,"Sean Rowley, Hugo Alyn Stephens",N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BODRjOTFiMjctNWRkYy00NmU0LTg5YzktOTI3ODBlYTE4YWNhXkEyXkFqcGdeQXVyOTI5Njg4Mzc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7904874,series,,,,,True,5
Naruto The Movie!: Official Fake Trailer,2013,N/A,04 Aug 2013,N/A,"Short, Action",Kai Hasson,N/A,Ryan Higa,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt8105800,movie,N/A,N/A,N/A,N/A,True,
Be Safe: The Movie,2013,N/A,01 Nov 2013,N/A,Documentary,Dale Oprandy,N/A,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt8515644,movie,N/A,N/A,N/A,N/A,True,
Movie Night,2013–2014,N/A,19 Sep 2013,N/A,Talk-Show,N/A,N/A,"Leah Miller, Chloe Wild",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt4467618,series,,,,,True,N/A
Matt & Mike's Movie Mangle,2013,N/A,29 Jul 2013,5 min,"Short, Comedy",Matt Ritchey,"Michael Onofri, Matt Ritchey","Matt Ritchey, Michael Onofri",Matt and Mike review and re-enact your favorite movies with hilarious results!,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5NDEyNjE0NV5BMl5BanBnXkFtZTgwODY3MTQxNTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4468420,movie,N/A,N/A,N/A,N/A,True,
Superman: The Stop-Motion Movie,2013,N/A,27 Aug 2013,1 min,"Short, Action",Gavin Velasco,Gavin Velasco,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt4469196,movie,N/A,N/A,N/A,N/A,True,
Burningham 1st 48 Da Movie,2013,N/A,01 Dec 2013,45 min,"Action, Crime, Drama",N/A,N/A,Kiah Cargill,This Movie is about the streets of Birmingham Ala. and a local neighborhood Ex-Drug dealer that's trying to get out the Hood and got 1 chance from someone to invest in his dream !!,N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTg2MTU5NGYtNGM1Yi00MjU2LTg3NGEtM2Q4NGYzYzQ5NmVhXkEyXkFqcGdeQXVyNjkzMjAzNjA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4494520,movie,N/A,N/A,N/A,N/A,True,
Kachina Movie,2013,N/A,N/A,N/A,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt4510996,movie,N/A,N/A,N/A,N/A,True,
Distorted Reality: A European Snowboard Movie,2013,Not Rated,01 Sep 2013,32 min,"Short, Sport",N/A,N/A,"Elias Elhardt, Marco Feichtner, Kalle Ohlson",We are proud to present our latest action snowboard film and want to invite you to join a surreal trip following a tight group of riders.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjQ4MTQxMjkwN15BMl5BanBnXkFtZTgwODU5NjYxNTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4571174,movie,N/A,N/A,N/A,N/A,True,
Socks: A Monster Movie,2013,N/A,30 Jun 2013,8 min,"Short, Fantasy",Stefen Welch,Stefen Welch,"Carla Grimaldi, Isabella Grimaldi, Lucia Grimaldi","The world from the point of view of feet, as they frolic through their natural environments, trying to avoid the deadly foe the SOCK from eating them and wiping them off the planet.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt4745924,movie,N/A,N/A,N/A,N/A,True,
Our Journey Home: The Movie,2013,N/A,N/A,N/A,Documentary,George Kavassilas,George Kavassilas,"Cynthia Kavassilas, George Kavassilas",N/A,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt4286070,movie,N/A,N/A,N/A,N/A,True,
Movie Talker,2013,N/A,21 Feb 2013,3 min,"Short, Comedy",Adam Sacks,Sasheer Zamata,"Sasheer Zamata, Alison Bennett, Todd G. Bieber, Timothy Dunn",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4017820,movie,N/A,N/A,N/A,N/A,True,
L: The Movie,2013,N/A,10 May 2013,8 min,Short,Amit Sidi,N/A,"Kate Atopova, David Blake, Marco Franco",N/A,N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt4222246,movie,N/A,N/A,N/A,N/A,True,
That's So Relatable: Pick a Movie,2013,N/A,30 Oct 2013,N/A,Short,Michael Riccio,"Nick Drago, Michael Riccio","Nick Drago, Tyne Stecklein",Movie night isn't as simple as it looks. This is a tale of jealousy meets fantasy as a romantic evening takes a turn for the worse. Hold onto your popcorn. It's gonna be a bumpy ride.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDRhOGU4NmEtZWM0MC00MDBjLWIzMGUtM2M5NGJkZGRjMzQ3XkEyXkFqcGdeQXVyMTA3ODg2MTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4250576,movie,N/A,N/A,N/A,N/A,True,
Going: Remembering Winnipeg Movie Theatres,2013,N/A,20 Jan 2013,83 min,Documentary,K. George Godwin,K. George Godwin,N/A,"Going: Remembering Winnipeg Movie Theatres is an oral history of the experience of movie-going in Winnipeg, Canada, from the '30s to the demise of single-screen theatres in the '90s.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt3819186,movie,N/A,N/A,N/A,N/A,True,
Garasu no kamen desuga the Movie: Onna supai no koi! Mirasaki no bara wa kikenna kaori!?,2013,N/A,22 Jun 2013,N/A,Animation,Azuna Tani,Suzue Miuchi,Akiko Miyoshi,N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BODVhNjhhYWQtNjgwYS00ZWUyLTg3MGUtOWIxNTFmMDA5YWE4XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_SX300.jpg,[],N/A,N/A,N/A,tt3847328,movie,N/A,N/A,N/A,N/A,True,
Monday Movie News,2013–,N/A,16 Dec 2013,N/A,News,N/A,N/A,"Gerald Yelverton, Alaia Williams","The crew breaks down the week in movie news, including castings, firings, awards, box office and rumors.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3767360,series,,,,,True,1
M Is for Movie Making,2013,N/A,13 Oct 2013,3 min,"Short, Horror",Nick Laws,Nick Laws,"Quinn Sharrow, Julianna Johnston, Blaine Prescott",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3891576,movie,N/A,N/A,N/A,N/A,True,
Odd Movie,2013,N/A,N/A,78 min,"Documentary, Biography, Comedy",James Brittain,James Brittain,"Cait Brasel, Tiffany Cotten, Kevin Pollard, Gabe Wilson",A freewheeling anarchic freak out.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3981822,movie,N/A,N/A,N/A,N/A,True,
John Wayne: Western Hero - 20 Movie Collection,2013,UNRATED,03 Dec 2013,"1,458 min","Action, Comedy, Drama",N/A,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4005406,movie,N/A,N/A,N/A,N/A,True,
The Lego Movie,2014,PG,07 Feb 2014,100 min,"Animation, Action, Adventure","Phil Lord, Christopher Miller","Phil Lord, Christopher Miller, Dan Hageman","Chris Pratt, Will Ferrell, Elizabeth Banks","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","English, Turkish","United States, Denmark, Australia, Norway",Nominated for 1 Oscar. 72 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.7,"398,133",tt1490017,movie,N/A,"$257,966,122",N/A,N/A,True,
The Last: Naruto the Movie,2014,TV-14,06 Oct 2015,112 min,"Animation, Action, Adventure",Tsuneo Kobayashi,"Maruo Kyôzuka, Masashi Kishimoto, Seth Walther","Junko Takeuchi, Nana Mizuki, Jun Fukuyama","Hinata Hyuga's younger sister has been kidnapped, so Naruto must do what he can to save her.",Japanese,Japan,3 nominations total,https://m.media-amazon.com/images/M/MV5BMjk1NzA4Njg4Ml5BMl5BanBnXkFtZTgwMDgxODQ5MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"18,648",tt3717532,movie,N/A,"$524,451",N/A,N/A,True,
Stromberg - The Movie,2014,N/A,20 Feb 2014,123 min,Comedy,Arne Feldhusen,Ralf Husmann,"Christoph Maria Herbst, Milena Dreißig, Bjarne Mädel",The movie spin-off of the TV series centered around the incompetent boss of a German insurance office.,German,Germany,1 win total,https://m.media-amazon.com/images/M/MV5BMDYzNmZjZDctYWRlYy00MTg5LWFmMjQtOGJkODVjOGVkNjU2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"8,485",tt3010660,movie,N/A,N/A,NFP Marketing &amp; Distribution,N/A,True,
Angry Video Game Nerd: The Movie,2014,R,21 Jul 2014,115 min,"Action, Adventure, Comedy","Kevin Finn, James Rolfe","Kevin Finn, James Rolfe","James Rolfe, Jeremy Suarez, Sarah Glendening",The AVGN must overcome his phobia of the worst video game in the world to save his fans.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA2NzYzMTg4NF5BMl5BanBnXkFtZTgwNDcyMzIwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"7,684",tt2123146,movie,N/A,N/A,N/A,N/A,True,
Hello Ladies: The Movie,2014,TV-MA,22 Nov 2014,85 min,Comedy,Stephen Merchant,"Stephen Merchant, Gene Stupnitsky, Lee Eisenberg","Stephen Merchant, Christine Woods, Nate Torrence","Stuart has recently split up with his girlfriend. When his girlfriend comes to visit LA, Stuart pretends to have a relationship with his tenant to make his ex feel jealous.",English,United States,Nominated for 2 Primetime Emmys. 2 nominations total,https://m.media-amazon.com/images/M/MV5BNzc5MDE0MDUtNjE3NC00MzVkLTg0MGEtYjk4ODI5NWNkZmNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,6.7,"7,019",tt3762944,movie,N/A,N/A,N/A,N/A,True,
Video Games: The Movie,2014,Not Rated,18 Jul 2014,101 min,"Documentary, History",Jeremy Snead,Jeremy Snead,"Sean Astin, Al Alcorn, Peter Armstrong","Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMjI2NzQ0MTI1Ml5BMl5BanBnXkFtZTgwNzMyMDE2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.1,"5,615",tt3214002,movie,N/A,"$23,043",N/A,N/A,True,
The Fluffy Movie: Unity Through Laughter,2014,PG-13,01 Sep 2015,101 min,"Documentary, Comedy","Manny Rodriguez, Jay Lavender",N/A,"Gabriel Iglesias, Jacqueline Obradors, Gina Brillon","A comedy concert film that captures the on-stage performance and inspirational success story of Gabriel ""Fluffy"" Iglesias.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjMxOTUzODE5NF5BMl5BanBnXkFtZTgwMDA0MDIxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.2,"4,281",tt3532608,movie,N/A,"$2,827,393",N/A,N/A,True,
Corner Gas: The Movie,2014,PG,03 Dec 2014,90 min,Comedy,David Storey,"Brent Butt, Andrew Carr, Andrew Wreggitt","Brent Butt, Gabrielle Miller, Fred Ewanuick",As the town of Dog River goes bankrupt the residents of the town must pack up and move out. However our favourite citizens make one last-ditch effort to save Dog River.,English,Canada,1 nomination,https://m.media-amazon.com/images/M/MV5BODVhOWFlYWYtNjc1MS00MzM4LTlmOTMtMzc4MzRjZjZlMzVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"2,666",tt3788052,movie,N/A,N/A,N/A,N/A,True,
Maya the Bee Movie,2014,G,08 Mar 2015,89 min,"Animation, Adventure, Comedy",Alexs Stadermann,"Waldemar Bonsels, Fin Edquist, Marcus Sauermann","Kodi Smit-McPhee, Richard Roxburgh, Noah Taylor",Maya is a little bee with a big heart! Join her on an epic adventure.,English,"Australia, Germany, Belgium, Netherlands",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjE3NTYyMjQwMV5BMl5BanBnXkFtZTgwNzk5MjQxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.9,"2,338",tt3336368,movie,N/A,N/A,N/A,N/A,True,
Postman Pat: The Movie,2014,Not Rated,02 Jul 2014,88 min,"Animation, Comedy, Family",Mike Disa,"Nicole Dubuc, Kim Fuller, Annika Bluhm","Stephen Mangan, Jim Broadbent, Rupert Grint",A veteran postman finds his beliefs challenged after he enters a TV talent show competition.,English,"United Kingdom, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTk0OTU3NTI4OF5BMl5BanBnXkFtZTgwMTc1MjUwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,4.7,"2,004",tt2062622,movie,N/A,"$1,519",N/A,N/A,True,
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,Not Rated,19 Jul 2014,76 min,"Animation, Action, Adventure",Kunihiko Yuyama,"Hideki Sonoda, Satoshi Tajiri, Jun'ichi Masuda","Ikue Ôtani, Caitlin Glass, Sarah Natochenny","When Diancie a Pokémon said to create diamond travels to find Xerneas to help her make a heart diamond to save her home, Ash, Serena, Clemont and Bonnie help her to be safe on the way from thieves.",Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BZmIxNTYzODctY2ZlNS00Njc1LWFkMGUtNTI1MTlhZTFjMjNjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,866",tt3918368,movie,N/A,N/A,N/A,N/A,True,
Hello Ladies: The Movie,2014,TV-MA,22 Nov 2014,85 min,Comedy,Stephen Merchant,"Lee Eisenberg, Stephen Merchant, Gene Stupnitsky","Adam Campbell, Carly Craig, Crista Flanagan",[HBO] HD. Stuart (Stephen Merchant) enlists his roommate Jessica to prove to a visiting ex-girlfriend that she made a huge mistake by leaving him.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDBkZmI3MjctMDRlNC00M2U1LWJkN2UtYTc1MDNiMGUwZDFmXkEyXkFqcGdeQXVyMTA3NTEwMzgy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,6.7,"1,095",tt12944538,movie,N/A,N/A,N/A,N/A,True,
Screen Junkies Movie Fights,2014–,TV-14,12 Oct 2014,N/A,Talk-Show,N/A,Andy Signore,"Dan Murrell, Andy Signore, Hal Rudnick",Real nerds talk real fights about real movies.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODVlZWU1MjAtZjFlYy00Nzg2LWE3YzAtOWM5YzViODY0MDQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"1,014",tt4453930,series,,,,,True,10
Rat Movie: Mystery of the Mayan Treasure,2014,N/A,06 Nov 2014,5 min,"Animation, Short, Action",Jeremy Harrington,Jeremy Harrington,"Jeremy Harrington, Steven Serge, Boo","A group of minor bank robbers gets more than they bargained for when they come into conflict with an army of sentient rats. Hilarity ensues when the rats, too, realize they are in over their heads, as a feline conspiracy reveals i...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTA5MzVmYWMtYThkMC00ZDRhLTllN2YtOTgyYjUzOWYyNjQ3XkEyXkFqcGdeQXVyNTkwOTYxMTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,982,tt7454352,movie,N/A,N/A,N/A,N/A,True,
Seve: The Movie,2014,N/A,24 Mar 2016,124 min,"Biography, Drama, History",John-Paul Davidson,Tom Hodgson,"José Luis Gutiérrez, José Navar, Tiger Woods","Despite being blocked at almost every turn in pursuit of the sport he loved, Seve Ballesteros fought against adversity to become the most spectacular and charismatic golfer to ever play the game.","English, Spanish","United Kingdom, Spain",N/A,https://m.media-amazon.com/images/M/MV5BMTcxNTg3ODQwMl5BMl5BanBnXkFtZTgwMzYwNTIxODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,7.2,966,tt3149640,movie,N/A,N/A,N/A,N/A,True,
Movie Trivia Schmoedown,2014–2022,N/A,19 Jun 2014,N/A,Game-Show,N/A,"Kristian Harloff, Mark Ellis","Kristian Harloff, Mark Ellis, Ken Napzok","Movie Trivia Schmoedown is your weekly WWE style Movie Trivia Competition where industry professionals from around the Galaxy battle head to head in the ultimate test of movie knowledge. Hosted by Kristian Harloff and Mark Ellis, ...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzdkNTNjMTEtM2M5YS00Mjk1LThmZGUtM2NlZmUwYjQ1MjJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,931,tt7017872,series,,,,,True,9
Pudsey the Dog: The Movie,2014,PG,18 Jul 2014,87 min,"Comedy, Family",Nick Moore,Paul Rose,"Pudsey, David Walliams, Jessica Hynes","A heartwarming, quintessentially British adventure for all the family, ""Pudsey the Dog: The Movie"" follows cheeky London stray dog Pudsey, who is quite happy being a lone ranger looking out for #1, until he meets Molly (Izzy Meikl...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNzg2MjcwOTkwM15BMl5BanBnXkFtZTgwOTM3MTEyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,2.6,890,tt3171246,movie,N/A,N/A,N/A,N/A,True,
Pretentious Movie Reviews,2014–,N/A,01 Apr 2014,N/A,Comedy,N/A,N/A,"Biswa Kalyan Rath, Kanan Gill",Indian stand up comedians Kanan Gill and Biswa Kalyan Rath reviews some worst movies from Bollywood.,English,India,N/A,https://m.media-amazon.com/images/M/MV5BMWQxODlkNzgtMTM3MS00MTk4LWE5NDgtMDNjZDFlMWJhMjk0XkEyXkFqcGdeQXVyNzIyNDY3MDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,687,tt6510010,series,,,,,True,1
Persona 3 the Movie: #2 Midsummer Knight's Dream,2014,Not Rated,07 Jun 2014,93 min,"Animation, Action, Adventure",Tomohisa Taguchi,"Kazuma Kaneko, Jun Kumagai, Koji Okada","Nobutoshi Canna, Sanae Fuku, Hideyuki Hori","Makoto Yuki's story continues as new Shadows, allies, Personas, powers and foes carrying the potential are introduced.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMDg4NDU4YjUtMzc3Yi00MjRkLTljZWMtNjBmZmE1MmZkYTEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,647,tt3898504,movie,N/A,N/A,N/A,N/A,True,
Despicable Me 2: 3 Mini-Movie Collection,2014,Not Rated,04 Nov 2014,13 min,"Animation, Short, Comedy, Family, Sci-Fi",N/A,N/A,N/A,"Bringing laughs for the whole family, the mischievous Minions return in three new hilariously entertaining mini-movies.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjAwNzA0NjAyNl5BMl5BanBnXkFtZTgwOTg2MDM4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,562,tt4294236,movie,N/A,N/A,N/A,N/A,True,
New Initial D the Movie: Legend 1 - Awakening,2014,TV-14,23 Aug 2014,62 min,"Animation, Action, Sport",Masamitsu Hidaka,"Shuichi Shigeno, Mayori Sekijima","Joel McDonald, Eric Vale, Gray G. Haddock","The first part of a trilogy depicting Takumi Fujiwara's rise from delivery boy to Mt. Akin's downhill racing legend, focusing on the battles against the Takahashi brothers.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZmM0MTI5MjAtYWI4YS00MmUzLWEyYWEtOGQ0YjZjYzQ0NzI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,446,tt3971764,movie,N/A,N/A,N/A,N/A,True,
6.7 Opening Movie No.1,2014,NOT RATED,07 Jun 2014,6 min,"Short, Drama, Romance",Ryota Nakanishi,Ryota Nakanishi,"Kkobbi Kim, Ryota Nakanishi",The process of how a fiance gets to the seaside where his bride is located in order to express and relive their dramatic encountering in a cinematic way.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzY3MzU2NDgyMF5BMl5BanBnXkFtZTgwMjI5MTgyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,440,tt3789708,movie,N/A,N/A,N/A,N/A,True,
Balgar: The Movie,2014,G,28 Nov 2014,73 min,"Animation, Comedy",Nedelcho Bogdanov,Nedelcho Bogdanov,"Nedelcho Bogdanov, Galin Dyakov, Ivaylo Ivanov",Balgar is a peculiar subculture phenomenon that in less than five years managed to become a favorite of thousands of teenagers. And now come down from the computer to conquer the big screen. The first Bulgarian full-length animate...,Bulgarian,Bulgaria,N/A,https://m.media-amazon.com/images/M/MV5BNTJhYzFjOWItNTk3Yy00ODBlLTg2M2YtZTczYmM3ZDRlODBhXkEyXkFqcGdeQXVyODYzMDMxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,339,tt4209820,movie,N/A,N/A,N/A,N/A,True,
"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",2014,Not Rated,20 Dec 2014,97 min,"Animation, Action, Comedy","Shigeharu Takahashi, Shinji Ushiro, Mark Risley","Takuzô Nagano, Miho Tanaka, Yôichi Katô","Haruka Tomatsu, Tomokazu Seki, Etsuko Kozakura","Nate, Whisper, and Jibanyan travel to the past to help Nathaniel and Hovernyan create the Yo-kai Watch when dark forces conspire to undo the history of the watch.","Japanese, English, Portuguese","Japan, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BNmIxZjljZTctZGJkZi00Y2U0LTk0YjAtMWJjMzlhYjYwNmE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,319,tt4168022,movie,N/A,"$257,343",N/A,N/A,True,
Aikatsu! The Movie,2014,N/A,13 Dec 2014,88 min,"Animation, Adventure, Comedy",Yûichirô Yano,Yôichi Katô,"Sumire Morohoshi, Minako Kotobuki, Tomoyo Kurosawa","The story of the anime revolves around Ichigo, who was just a normal middle school student until she suddenly got involved in the world of idols. The film will center on Aikatsu!'s greatest ""Super Live"" concert yet, the Dai Star M...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZWM3YjA0MWUtODU0NS00Y2ZkLTk3ZGUtZGYwZWZlOTViNTFmXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,318,tt3565744,movie,N/A,N/A,N/A,N/A,True,
2014 MTV Movie Awards,2014,N/A,13 Apr 2014,N/A,"Comedy, Music",Hamish Hamilton,"José Arroyo, Deon Cole, Josh Comers","Conan O'Brien, Andy Samberg, Seth Rogen",A film-awards show presented annually on MTV.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjM1NTk0OTEzNl5BMl5BanBnXkFtZTgwMzgyNTg1MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,314,tt3578774,movie,N/A,N/A,N/A,N/A,True,
Trick the Movie: Last Stage,2014,N/A,11 Jan 2014,N/A,"Comedy, Mystery",Yukihiko Tsutsumi,Mitsuharu Makita,"Hiroshi Abe, Noriyuki Higashiyama, Kazuki Kitamura","Trade company employee Shinichi recommends to Naoko and Jiro to go to a beautiful place abroad. There, Naoko and Jiro meets tribal shaman and sees through her tricks. The shaman has refused to leave her place.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNWM5NjRkNDktZTYzMy00YmE2LWI1MzUtM2VhOGFhNmZiOGVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,303,tt3037406,movie,N/A,N/A,N/A,N/A,True,
