Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
The Little Einsteins Reboot Movie,2021,N/A,N/A,N/A,Animation,Travis Copen,Craig Noblin,Kirsten Dickerson,"When June is forced to move away from home, the Einstein gang partner up to find their friend and help her come back home.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTRiOTE0YmMtYjNlOS00YzRlLWI5YjAtNmJhYmRhMzFiNzA2XkEyXkFqcGdeQXVyNjc1MjM1MzI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12391868,movie,N/A,N/A,N/A,N/A,True,
Untitled Bowling Alley Movie,2021,N/A,01 Mar 2021,N/A,"Short, Comedy",Mike Madigan,Mike Madigan,N/A,"A mysterious character finds herself alone in a bowling alley, trying to find some answers.",N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt11859182,movie,N/A,N/A,N/A,N/A,True,
"Hungover, Miserable, and Driven Or: How A Couple of Soldiers Decided to Stop Hating Life and Make A Movie",2021,N/A,01 Jan 2021,N/A,Documentary,Eric Pargeon,N/A,"Aaron Bratcher, Jay Butterbaugh, Caity Cassidy","The story of how a handful of active duty U.S. Army Soldiers made the film Pawns' Volition (2020) and how it only costed them, $10,000, Sanity, and their Sobriety.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjJhZDE1OWMtMzUzNi00MDVmLWJkY2YtZmI1MzdkNzljMGQxXkEyXkFqcGdeQXVyNzI0Mzg0OTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11863370,movie,N/A,N/A,N/A,N/A,True,
Liston: The Movie,2021,N/A,N/A,N/A,Drama,N/A,Kathrina Miccio,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt12098370,movie,N/A,N/A,N/A,N/A,True,
The Helgason Movie,2021,N/A,01 Jul 2021,60 min,Action,Búi Helgason,"Marius K. Armangué (story by), Búi Helgason (screenplay by), Búi Helgason (story by), Búi Helgason, Sejer A. Hester (story by)","Marius K. Armangué, Búi Helgason, Sejer A. Hester","The epic TV-Show hits the big screen in The Helgason Show Movie. To be produced along with the second season of the series, it is expected to be released in July 2021.",English,Denmark,N/A,https://m.media-amazon.com/images/M/MV5BNDdjZTBlNmMtNTMxZC00NmYwLThhYzgtODBhOTFhMWE0OGY5XkEyXkFqcGdeQXVyODQ1Mzg2MjQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12158090,movie,N/A,N/A,N/A,N/A,True,
The Big Church Movie,2021,N/A,N/A,N/A,Comedy,Andrzej Bartkowiak,Johnny Mack,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt12205350,movie,N/A,N/A,N/A,N/A,True,
The JayShow Movie,2021,N/A,11 Jun 2021,25 min,"Animation, Short, Comedy",Jayevin Abad,Jayevin Abad,"Jayevin Abad, Reed Kelly, Tully Richter, Griffin Deshler","Jay, Reed, and Tully accidentally get stuck in the future. They try to make their way back to the present time, while dealing with an unsuspecting villain and henchmen focused on stealing a powerful chemical from them",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGJiODRkYTAtMzQ1Ni00MWNjLTljZmMtYmZjOTVmODExMGI0XkEyXkFqcGdeQXVyODU0NTM4NjU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12275108,movie,N/A,N/A,N/A,N/A,True,
The Super Animated Movie,2021,Not Rated,30 Jun 2021,98 min,"Animation, Action, Adventure, Comedy",SethDaBruhMoment,"Mandela Abdalla, Austin Nelson","Brian, Mandela Abdalla, Toque Tuber, Locran Baden",N/A,English,"USA, Canada, UK",N/A,https://m.media-amazon.com/images/M/MV5BMGI1ZWU0YzMtMGFmYy00NWQ2LWJkOGItNTNjMGZmNWI2NTZlXkEyXkFqcGdeQXVyMTEzODQxNzQ1._V1_SX300.jpg,[],N/A,N/A,N/A,tt12291978,movie,N/A,N/A,N/A,N/A,True,
Ubiquitas the Movie,2021,N/A,N/A,N/A,"Action, Fantasy, Horror",Riccardo Musardo,"Danny Galati, Gaspare Marconetti, Riccardo Musardo","Ilaria D'Angelo, Angelo Losito, Chiara Di Maggio",N/A,"Italian, English",Italy,N/A,N/A,[],N/A,N/A,N/A,tt11272796,movie,N/A,N/A,N/A,N/A,True,
Black & White Christmas Movie,2021,N/A,05 Nov 2021,N/A,"Comedy, Drama",Daniel L. Wolff,Daniel L. Wolff,"Brenna M. Wolff, Melinda Simonsen, Sheila Young Jenkinson, Daniel L. Wolff",An outspoken young woman must decide how to deal with the upcoming holidays as her world comes crashing down around her.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmZlMGVlNzUtMDhmYy00OTdhLWI0MjEtOTJlNDMxMTQ0NzUyXkEyXkFqcGdeQXVyOTQzNzA2NjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11344704,movie,N/A,N/A,N/A,N/A,True,
Tom Six and the Insanity of Making Another Movie,2021,N/A,01 Aug 2021,N/A,Documentary,Tom Six,Tom Six,"Tom Six, Ilona Six","A unique and radical documentary about indie film dictator Tom Six, his (in)famous pop culture trilogy ""The Human Centipede"" and the enormous battle to get his newest movie ""The Onania Club"" released.","Dutch, English","United States, Netherlands",N/A,https://m.media-amazon.com/images/M/MV5BNGM5ODNiODMtZjcwOC00MGUzLThkZjUtZmZjNzEwMzVkMzkzXkEyXkFqcGdeQXVyMTU5NDUwMzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3384930,movie,N/A,N/A,N/A,N/A,True,
Si Juki: The Movie - Harta Pulau Monyet,2021,TV-PG,N/A,N/A,"Animation, Adventure, Comedy",Faza Meonk,N/A,"Faza Meonk, Indro Warkop, Wizzy",N/A,Indonesian,Indonesia,N/A,https://m.media-amazon.com/images/M/MV5BMjdhOGM0YzQtNTQyMC00MmQ2LWE3NTktYmRmMmUyNjEyZDk0XkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10640084,movie,N/A,N/A,N/A,N/A,True,
The Simpsons Movie 2,2021,N/A,26 May 2021,N/A,N/A,David Silverman,"Matt Groening (screenplay), Al Jean (screenplay), Ian Maxtone-Graham (screenplay), David Mirkin (screenplay), Mike Reiss (screenplay), Mike Scully (screenplay), Matt Selman (screenplay), Jon Vitti (screenplay)","Nancy Cartwright, Julie Kavner, Harry Shearer, John Flanagan",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzkyODZkYjYtMzJjOC00NTU2LWJlZTMtOGE3MTk2NzMwZjZkXkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10071176,movie,N/A,N/A,N/A,N/A,True,
Cars and Coffee Movie,2021,Not Rated,05 Apr 2021,N/A,"Documentary, Short, Action",Kathy Jean,Kathy Jean,Kathy Jean,People gather to celebrate cars and coffee.,N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmM4ODA3NDAtM2NmOC00Njk0LWFiZGUtNGZkMDM1YTIwZmU2XkEyXkFqcGdeQXVyMTQxNTQ5NDc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10275878,movie,N/A,N/A,N/A,N/A,True,
Vecinos: The Movie,2021,N/A,24 Apr 2021,N/A,Romance,Alex Avila,Rupert Reyes,"Rupert Reyes, Alma Chapa Moore, Karinna Perez",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTMxYTE5YTEtM2M4Zi00MDU1LTlhZDEtNzcwZGE5ZmZhYzk3XkEyXkFqcGdeQXVyODgwMTIxMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10333474,movie,N/A,N/A,N/A,N/A,True,
The Bob's Burgers Movie,2022,PG-13,27 May 2022,102 min,"Animation, Adventure, Comedy","Loren Bouchard, Bernard Derriman","Loren Bouchard, Nora Smith, Tony Gennaro","H. Jon Benjamin, Kristen Schaal, Dan Mintz","When a sinkhole in front of Bob's Burgers threatens the Belchers' plans for a successful summer, Bob and Linda try to keep their business going, while the kids attempt to save the restaurant by solving a mystery.","English, German",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMWJlNDZkYjctM2QzYi00MTdlLTk0NWEtM2NlNmIxNjE3OWJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.0,"22,482",tt7466442,movie,N/A,"$31,933,830",N/A,N/A,True,
Ray Donovan: The Movie,2022,TV-MA,14 Jan 2022,100 min,"Crime, Drama, Thriller",David Hollander,"David Hollander, Liev Schreiber, Ann Biderman","Liev Schreiber, Eddie Marsan, Dash Mihok","A showdown decades in the making brings the Donovan family legacy full circle as they find themselves drawn back to Boston. Struggling to overcome their violent upbringing, their fierce love for each other keeps them in the fight.",English,United States,Nominated for 1 Primetime Emmy. 4 nominations total,https://m.media-amazon.com/images/M/MV5BYjczMmQ2OWUtODg0Mi00N2M3LTgyNGItZDg2NTZhMjFkNjk0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.8,"9,836",tt14124268,movie,N/A,N/A,N/A,N/A,True,
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,TV-PG,05 Aug 2022,82 min,"Animation, Action, Adventure","Andy Suriano, Ant Ward","Tony Gama-Lobo, Rebecca May, Andy Suriano","Ben Schwartz, Omar Benson Miller, Brandon Mychal Smith","When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.",English,"United States, Germany, Philippines, Belgium, Canada, India",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZjlhMTQxYTctNTgyOS00ZDE5LTgwYjMtMDhjMTc1MGQzYWQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.2,"7,367",tt9784708,movie,N/A,N/A,N/A,N/A,True,
Monster High: The Movie,2022,TV-PG,06 Oct 2022,92 min,"Action, Adventure, Comedy",Todd Holland,"Jenny Jaffe, Matt Eddy, Billy Eddy","Miia Harris, Ceci Balagot, Nayah Damasen","Follows a half human and half werewolf, as she finally finds a place where she fits, but, when a devious plan to destroy Monster High threatens to reveal her identity, she must learn to embrace her true monster heart and save the ...","Zulu, English","United States, Canada",4 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMGE5MDYxNzQtZTAwZC00NzBlLWIzNDctNjk2ODhmM2EzYzkzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"3,696",tt1447981,movie,N/A,N/A,Universal Pictures,N/A,True,
The Quintessential Quintuplets Movie,2022,Not Rated,20 May 2022,136 min,"Animation, Comedy, Drama",Masato Jinbô,"Negi Haruba, Keiichirô Ôchi","Yoshitsugu Matsuoka, Kana Hanazawa, Ayana Taketatsu","Teenage Tutor Fuutaro Uesugi has to finally choose between the 5 Nakano Sisters, who all have feelings for him, at the School's Upcoming Cultural Festival; the event that will lead to his Wedding to one of them in a Flash-Forward.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYjNhODUyODktMzAxYy00MjgwLTliYmMtMjkwNzQ5OTk3YjJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.3,"2,420",tt15721650,movie,N/A,"$502,000",N/A,N/A,True,
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022,PG-13,25 Nov 2022,114 min,"Animation, Action, Adventure",Yasuhito Kikuchi,"Kazuyuki Fudeyasu, Fuse, Yasuki Kawakami","Miho Okasaki, Yuma Uchida, Riko Fukumoto","Corporate worker Mikami is stabbed by a random killer, is reborn to an alternate world. But he is reborn as a slime. He is Thrown into this new world with the name Rimuru, he begins his quest to create a world that's welcoming to ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BM2IwMDM4MDgtZWU2Zi00YjA2LWJhOTItNGUzMWM1N2E4ZTk3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.9,"2,354",tt15467380,movie,N/A,"$1,588,491",N/A,N/A,True,
The Last Movie Stars,2022,TV-MA,21 Jul 2022,N/A,Documentary,N/A,"Paul Newman, Stewart Stern","George Clooney, Zoe Kazan, Laura Linney","In this intimate six-part docuseries, actor/director Ethan Hawke explores the love story and enduring legacy of Hollywood legends Joanne Woodward and Paul Newman.",English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNTdkMjE3YTMtMTRmMy00N2ZhLThhMDQtZmEzNTkwMjExZTQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"1,859",tt13101040,series,,,,,True,1
The Nan Movie,2022,N/A,18 Mar 2022,95 min,"Adventure, Comedy",Josie Rourke,"Catherine Tate, Brett Goldstein","Paul Reid, Emer Hedderman, Rosalie Craig","A foul-mouthed and recalcitrant elderly woman reluctantly agrees to a road trip with her grandson to visit her estranged, dying sister.",English,United Kingdom,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZDIyNDE2ZjItNjNlOC00MTJjLTg1NWQtZDVmYWM5ZTNmODlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,4.8,"1,589",tt10398318,movie,N/A,N/A,N/A,N/A,True,
The Soccer Football Movie,2022,TV-Y7,09 Nov 2022,73 min,"Animation, Comedy, Family",Mitch Schauer,Deeki Deke,"Zlatan Ibrahimovic, Megan Rapinoe, 'Weird Al' Yankovic",Four young soccer superfans team up to help their idols regain their abilities after a scheming evil scientist steals their talent.,English,"United States, Thailand, Canada",N/A,https://m.media-amazon.com/images/M/MV5BZjkwYmFhNTgtMDQ5MS00MWUwLWI1NjktMjJjZjZiMTEwNmM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A,3.1,"1,293",tt22774688,movie,N/A,N/A,N/A,N/A,True,
Sword Art Online the Movie: Progressive - Scherzo of Deep Night,2022,N/A,03 Feb 2023,101 min,"Animation, Action, Adventure","Ayako Kouno, Masakazu Ohara","Reki Kawahara, Yukito Kizawa","Haruka Tomatsu, Yoshitsugu Matsuoka, Shiori Izawa","Two months have passed since the deadly game began, and Kirito and Asuna continue to make progress. They stop for treasure, but then they must face Asuna's least favorite monster.",Japanese,Japan,1 nomination total,https://m.media-amazon.com/images/M/MV5BYmRlMGE2NmQtNDU1NS00NDU2LTgxZjktODcxZDYxYjkxOWVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}]",N/A,6.7,"1,175",tt15830702,movie,N/A,N/A,N/A,N/A,True,
The Last Movie Stars,2022–,TV-MA,21 Jul 2022,N/A,Documentary,Ethan Hawke,"Paul Newman, Stewart Stern","George Clooney, Zoe Kazan, Laura Linney","In this intimate six-part docuseries, actor/director Ethan Hawke explores the love story and enduring legacy of Hollywood legends Joanne Woodward and Paul Newman.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNjFiMWQ5ZGItMDk3ZS00ZTJhLTg4ZjQtM2MxYzhiMzY4MjU1XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"1,143",tt17003316,series,,,,,True,N/A
The 101 Scariest Horror Movie Moments of All Time,2022,Not Rated,07 Sep 2022,N/A,"Documentary, Horror",N/A,N/A,"Ryan Turek, Mick Garris, Alexandra Essoe","Master filmmakers and genre experts celebrate the most terrifying moments from the greatest horror films, exploring how these scenes were created and why they seared themselves into viewers' brains.",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMjU0ZDA3ODQtMDIxNS00Y2MyLWFjMTktZmIyNjVjMTNjY2QyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,809,tt21923908,series,,,,,True,1
Teasing Master Takagi-San: The Movie,2022,N/A,10 Jun 2022,73 min,"Animation, Comedy, Romance",Hiroaki Akagi,"Sôichirô Yamamoto, Aki Itami, Yûko Fukuda","Rie Takahashi, Yûki Kaji, Konomi Kohara","Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Ha...",Japanese,Japan,1 nomination total,https://m.media-amazon.com/images/M/MV5BNTdjZWE0ODItMDA4NC00ZDhhLWEyMTAtNDg0NWE5ZDM4MTJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,760,tt15313532,movie,N/A,N/A,N/A,N/A,True,
Doraemon the Movie: Nobita's Little Star Wars 2021,2022,N/A,04 Mar 2022,108 min,"Animation, Action, Adventure",Shin Yamaguchi,"Fujio F. Fujiko, Dai Satô","Wasabi Mizuta, Megumi Ôhara, Yumi Kakazu","During summer vacation Nobita picks up a small rocket containing Papi, a palm-sized alien president escaping rebels on his home planet Pirika.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYTJiMDExMmEtMjliMC00ZDJhLWEyZGMtNDI2YjMzZDhkZWY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,744,tt13740078,movie,N/A,N/A,N/A,N/A,True,
Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie,2022,N/A,08 Apr 2022,104 min,"Comedy, Fantasy, Romance",Hiroki Kazama,N/A,"Eiji Akaso, Keita Machida, Kôdai Asaka","Adachi, a mind-reading virgin office worker, and his secret lover Kurosawa face a long-distance challenge when Adachi's job transfers 1,200 km away. Their relationship is tested as they navigate this new reality.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZDYyZTM0YWQtMTY3MC00NDIxLTgwOTQtZTkzNTdmZWRlZmZjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,674,tt19632738,movie,N/A,N/A,N/A,N/A,True,
Love Destiny: The Movie,2022,TV-14,28 Jul 2022,166 min,"Comedy, History, Romance",Adisorn Tresirikasem,"Pattaranad Bhiboonsawade, Benjamaporn Srabua, Thodsapon Thiptinnakorn","Thanavat Vattanaputi, Ranee Campen, Paris Intarakomalyasut","Destined couple, Bhop and Gaysorn, have their love and beliefs challenged in the midst of savage threats during the expansion of colonial rule.",Thai,Thailand,N/A,https://m.media-amazon.com/images/M/MV5BZGM3MjcxY2EtZTRmMS00OWY0LWExMTYtYTM3MzZmMzI4MDlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,588,tt13446128,movie,N/A,N/A,N/A,N/A,True,
Air Force: The Movie - Selagi Bernyawa,2022,N/A,25 Aug 2022,103 min,"Action, Adventure, War","Zulkarnain Azhar, Frank See","Zulkarnain Azhar, Peter Toyat, Opie Harris","Aiman Hakim Ridza, Adi Putra, Nas-t","Zafran, a grounded SUKHOI pilot, fights for the opportunity to save them. Nine of the passengers managed to make their jump before the plane crashes. Back in Malaysia, upon discovery of the news, the air force makes preparation fo...",Malay,Malaysia,3 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BYjc5NTRiYjktNWY5Yi00OGM3LTgwODItMmE0OGNhNzQwYWVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,551,tt14571464,movie,N/A,N/A,N/A,N/A,True,
Laid-Back Camp Movie,2022,N/A,24 Nov 2022,120 min,"Animation, Adventure, Comedy",Yoshiaki Kyôgoku,"Afro, Jin Tanaka, Mutsumi Ito","Yumiri Hanamori, Nao Tôyama, Sayuri Hara","After fostering their friendship through camping in high school and going separate ways, a grown-up Nadeshiko Kagamihara, Rin Shima, Chiaki Ohgaki, Aoi Inuyama and Ena Saito reunite to build a campsite.",Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BN2Q2NzlhZjYtMjdjYi00ZGU2LWE1MDQtZTg0YjVjZTcxMjM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,501,tt14364238,movie,N/A,N/A,N/A,N/A,True,
Mechamato Movie,2022,TV-PG,08 Dec 2022,116 min,"Animation, Action, Adventure","Nizam Razak, Dzubir Mohamed Zakaria","Jeffrey Hylton, Nizam Razak","Armand Ezra, Muhamad Noradzlan Mohamad Nazir, Ielham Iskandar","Amato outsmarts MechaBot and becomes its master, allowing him to use its unique ability to Mechanize everyday objects into high-tech devices.","Malay, English",Malaysia,3 nominations,https://m.media-amazon.com/images/M/MV5BNmJiYWY4NzgtYmE1OC00ZTgxLWFiZTEtNGVhMmE1Mjc1ZmJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,466,tt24225212,movie,N/A,N/A,N/A,N/A,True,
Semantic Error: The Movie,2022,N/A,31 Aug 2022,178 min,"Drama, Romance",Kim Soo-jung,"Jeiseon, Jeosuri","Park Seoham, Park Jae-chan, Ji-Oh Song",Chu Sang-woo is the epitome of an inflexible and strict rule-abiding person. Jang Jae-young is like a semantic error in the perfect world of Chu Sang-woo. Will Sang-woo be able to work with Jae-young as an artist and engineer?,Korean,N/A,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BODBmOGNjYzktYjNhYi00MGFhLThiOTUtYjYyMjlhMjAxYzY5XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,379,tt22191360,movie,N/A,N/A,N/A,N/A,True,
Toldi - Movie,2022,N/A,20 Oct 2022,103 min,"Animation, Adventure, Family","Marcell Jankovics, Lajos Csákovics",János Arany,Tamás Széles,"In medieval Hungary, Toldi, an incredibly strong nobleman commits a careless murder and is forced to go into hiding. He has to redeem himself by defeating a champion, despite his brother's plans.",Hungarian,Hungary,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODVkM2RlYmItZjc1My00MDVkLWEyY2UtZWMwMTQ0ODVjNWQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,328,tt21937802,movie,N/A,N/A,N/A,N/A,True,
MaNan - A Kaisi Yeh Yaariyan Movie,2022,N/A,18 Feb 2022,N/A,Romance,N/A,N/A,"Parth Samthaan, Niti Taylor, Vishal Paliwal",Parth Samthaan and Niti Taylor return as the popular Jodi of Manik and Nandini aka MaNan. Watch the brat Manik as he falls for the naive Nandini and how their rollercoaster journey of love begins.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMGNiNjE1ZmYtMmM3Yi00YjlkLWI5YWYtOTIxMDk4YjkwYjg4XkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_SX300.jpg,[],N/A,N/A,216,tt19768068,movie,N/A,N/A,N/A,N/A,True,
Ramez Movie Star,2022,N/A,02 Apr 2022,N/A,Comedy,N/A,N/A,"Ramez Galal, Jean-Claude Van Damme, Rania Youssef","A prank show in which Arab actors, singers, and entertainers fall into Ramez's playground of terror with help from the amazing Jean-Claude Van Damme.","Arabic, English",Egypt,N/A,https://m.media-amazon.com/images/M/MV5BNzg0YWZjYTAtNzk4OS00MWY5LWJkNDUtYWJmZGQ2YWEzY2I0XkEyXkFqcGdeQXVyMTE2NTA4MzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",N/A,2.5,170,tt19370810,series,,,,,True,N/A
SfTK (Service for the King) The Movie,2022,N/A,18 Feb 2022,N/A,"Short, Comedy, Drama",Ray Knowledge,Ashante P.T. Stokes,"Ashante P.T. Stokes, Aulsondro Novelist Hamilton, Angelo Diaz",A judge and defendant stand trial accused of service for the King of Kings.,N/A,United States,10 wins,https://m.media-amazon.com/images/M/MV5BNzhjOTQ1ZmQtNmI4MC00MzllLTg3NmUtYjkxMTI5NDM1ZjRmXkEyXkFqcGdeQXVyNTM1MjI1NjY@._V1_SX300.jpg,[],N/A,N/A,167,tt14558050,movie,N/A,N/A,N/A,N/A,True,
The SpongeBob SquarePants Movie Rehydrated,2022,TV-PG,01 May 2022,87 min,"Animation, Adventure, Comedy","Pasta Dash Creations, Angel Gonzalez, Kane Patrick","Stephen Hillenburg, Derek Drymon, Tim Hill","Doubletime32, TheGonzFam, Dougo","In the fan reanimation of the 2004 classic, SpongeBob SquarePants and Patrick Star are in for the adventure of a lifetime when they have to go on a journey to save King Neptune's stolen crown.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDhiYzA2OGMtMjliMC00MWYxLTg5NjMtNTIzMDc2MzJhZTk3XkEyXkFqcGdeQXVyMTI0NTc1Njg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,157,tt12215472,movie,N/A,N/A,N/A,N/A,True,
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,2022,N/A,16 Feb 2022,6 min,"Animation, Action, Comedy",N/A,N/A,N/A,"The prologue to My Hero Academia: World Heroes' Mission (2021), taking place before Izuku Midoriya and his friends embark on a new mission.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMjNmZjAwNDktNzRiYi00Nzc1LThlYzktOTQ4YTk1YzY4NzgxXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,153,tt18933868,movie,N/A,N/A,N/A,N/A,True,
Jingle Vingle the Movie,2022,N/A,22 Dec 2022,N/A,Family,Mark Sujay Samuel,N/A,"Aashit Chatterjee, Matthew Daniel, Vaishnavi Macdonald","Presenting India's First Christmas Themed Movie. A fun-filled, heart-warming Holiday Season film. Finally, Bollywood brings its own style to the Christmas story.",Hindi,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDJmNmYwNWUtMWE3OC00MzkxLTgxMTUtMTNkMWZlM2M5MzQ0XkEyXkFqcGdeQXVyMTQ5NjQ3MDk2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}]",N/A,9.3,127,tt25011404,movie,N/A,N/A,N/A,N/A,True,
Una Great Movie,2022,N/A,29 Jun 2022,96 min,Comedy,Jennifer Sharp,Jennifer Sharp,"Mark Beltzman, Matt Beurois, Jose Casasús","As a screenwriter takes notes from Hollywood executives, her beautiful, diverse movie about a Black American woman traveling to Mexico slowly becomes a romantic comedy with an all-white cast. A quirky cerebral look into commercial...","English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BODQyZDg1ZTMtMDA1Yi00YTZjLWIwNjktNDhkNTIzMTE4M2FiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,125,tt6765628,movie,N/A,N/A,N/A,N/A,True,
